Tid	Kanal A
(ms)	(mV)

153.19999613	-25.75664000
153.39999612	-12.87832000
153.59999612	0.91966040
153.79999611	16.55696000
153.99999611	4.59830200
154.19999610	-5.51796200
154.39999610	-15.63730000
154.59999609	-10.11934000
154.79999609	6.43762300
154.99999608	9.19660400
155.19999608	11.95866000
155.39999607	0.91966040
155.59999607	0.91966040
155.79999606	-10.11934000
155.99999606	1.83932100
156.19999605	7.35728300
156.39999605	16.55696000
156.59999604	11.03900000
156.79999604	0.91966040
156.99999603	-8.27694300
157.19999603	-12.87832000
157.39999602	-4.59830200
157.59999602	-1.83932100
157.79999601	-6.43762300
157.99999601	-4.59830200
158.19999600	-6.43762300
158.39999600	8.27694300
158.59999599	4.59830200
158.79999599	4.59830200
158.99999598	-25.75664000
159.19999598	-29.43836000
159.39999597	-11.03900000
159.59999597	15.63730000
159.79999596	47.83464000
159.99999596	30.35802000
160.19999595	2.75898100
160.39999595	-35.87598000
160.59999594	-28.51562000
160.79999594	-10.11934000
160.99999593	24.83698000
161.19999593	37.71530000
161.39999592	8.27694300
161.59999592	-3.67864200
161.79999591	-15.63730000
161.99999591	-9.19660400
162.19999590	-4.59830200
162.39999590	-6.43762300
162.59999589	-4.59830200
162.79999589	-11.03900000
162.99999588	-2.75898100
163.19999588	3.67864200
163.39999587	7.35728300
163.59999587	-6.43762300
163.79999586	-13.79798000
163.99999586	-9.19660400
164.19999585	-0.91966040
164.39999585	5.51796200
164.59999584	11.03900000
164.79999584	7.35728300
164.99999583	5.51796200
165.19999583	5.51796200
165.39999582	4.59830200
165.59999582	1.83932100
165.79999581	1.83932100
165.99999581	-0.91966040
166.19999580	3.67864200
166.39999580	-3.67864200
166.59999579	-4.59830200
166.79999579	-5.51796200
166.99999578	5.51796200
167.19999578	10.11934000
167.39999577	0.91966040
167.59999577	-8.27694300
167.79999576	-27.59596000
167.99999576	-14.71764000
168.19999575	0.00000000
168.39999575	31.27768000
168.59999574	23.91732000
168.79999574	10.11934000
168.99999573	-15.63730000
169.19999573	-23.91732000
169.39999572	-6.43762300
169.59999572	8.27694300
169.79999571	29.43836000
169.99999571	11.95866000
170.19999570	-3.67864200
170.39999570	-10.11934000
170.59999569	-8.27694300
170.79999569	-1.83932100
170.99999568	-4.59830200
171.19999568	5.51796200
171.39999567	-8.27694300
171.59999567	-1.83932100
171.79999566	-11.03900000
171.99999565	1.83932100
172.19999565	4.59830200
172.39999564	0.00000000
172.59999564	0.00000000
172.79999563	0.91966040
172.99999563	0.00000000
173.19999562	-0.91966040
173.39999562	6.43762300
173.59999561	8.27694300
173.79999561	4.59830200
173.99999560	5.51796200
174.19999560	0.00000000
174.39999559	17.47662000
174.59999559	11.95866000
174.79999558	2.75898100
174.99999558	-20.23868000
175.19999557	-22.07800000
175.39999557	-13.79798000
175.59999556	3.67864200
175.79999556	40.47736000
175.99999555	17.47662000
176.19999555	-8.27694300
176.39999554	-50.59670000
176.59999554	-38.63496000
176.79999553	-11.95866000
176.99999553	22.99766000
177.19999552	35.87598000
177.39999552	12.87832000
177.59999551	-3.67864200
177.79999551	-24.83698000
177.99999550	-5.51796200
178.19999550	8.27694300
178.39999549	10.11934000
178.59999549	9.19660400
178.79999548	1.83932100
178.99999548	14.71764000
179.19999547	9.19660400
179.39999547	10.11934000
179.59999546	-6.43762300
179.79999546	-16.55696000
179.99999545	-17.47662000
180.19999545	-6.43762300
180.39999544	15.63730000
180.59999544	11.95866000
180.79999543	1.83932100
180.99999543	-12.87832000
181.19999542	-15.63730000
181.39999542	-7.35728300
181.59999541	-4.59830200
181.79999541	8.27694300
181.99999540	4.59830200
182.19999540	2.75898100
182.39999539	-5.51796200
182.59999539	-0.91966040
182.79999538	1.83932100
182.99999538	11.95866000
183.19999537	14.71764000
183.39999537	6.43762300
183.59999536	-3.67864200
183.79999536	-22.99766000
183.99999535	-10.11934000
184.19999535	1.83932100
184.39999534	22.99766000
184.59999534	16.55696000
184.79999533	4.59830200
184.99999533	-21.15834000
185.19999532	-30.35802000
185.39999532	-11.03900000
185.59999531	2.75898100
185.79999531	17.47662000
185.99999530	11.95866000
186.19999530	-1.83932100
186.39999529	-2.75898100
186.59999529	4.59830200
186.79999528	5.51796200
186.99999528	-0.91966040
187.19999527	2.75898100
187.39999527	-6.43762300
187.59999526	6.43762300
187.79999526	17.47662000
187.99999525	12.87832000
188.19999525	-3.67864200
188.39999524	-11.03900000
188.59999524	-11.95866000
188.79999523	-9.19660400
188.99999523	-0.91966040
189.19999522	3.67864200
189.39999522	-1.83932100
189.59999521	-2.75898100
189.79999521	-9.19660400
189.99999520	-4.59830200
190.19999520	-3.67864200
190.39999519	0.00000000
190.59999519	3.67864200
190.79999518	2.75898100
190.99999517	-4.59830200
191.19999517	-6.43762300
191.39999516	1.83932100
191.59999516	10.11934000
191.79999515	34.95632000
191.99999515	16.55696000
192.19999514	0.00000000
192.39999514	-26.67630000
192.59999513	-22.99766000
192.79999513	-4.59830200
192.99999512	21.15834000
193.19999512	31.27768000
193.39999511	6.43762300
193.59999511	-12.87832000
193.79999510	-33.11700000
193.99999510	-19.31594000
194.19999509	-0.91966040
194.39999509	0.91966040
194.59999508	3.67864200
194.79999508	-2.75898100
194.99999507	4.59830200
195.19999507	1.83932100
195.39999506	12.87832000
195.59999506	-0.91966040
195.79999505	-20.23868000
195.99999505	-9.19660400
196.19999504	4.59830200
196.39999504	24.83698000
196.59999503	22.07800000
196.79999503	13.79798000
196.99999502	-5.51796200
197.19999502	-16.55696000
197.39999501	-4.59830200
197.59999501	2.75898100
197.79999500	14.71764000
197.99999500	3.67864200
198.19999499	-2.75898100
198.39999499	-9.19660400
198.59999498	-12.87832000
198.79999498	-2.75898100
198.99999497	5.51796200
199.19999497	10.11934000
199.39999496	-1.83932100
199.59999496	-4.59830200
199.79999495	-15.63730000
199.99999495	-2.75898100
200.19999494	3.67864200
200.39999494	26.67630000
200.59999493	21.15834000
